date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2015-01-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14600.0,21.0072
2015-01-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,22000.0,31.6547
2015-01-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,cereals and tubers,Sorghum (white),KG,actual,Retail,SOS,22600.0,32.518
2015-01-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,20300.0,29.2086
2015-01-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,non-food,Fuel (diesel),L,actual,Retail,SOS,16800.0,24.1727
2015-01-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SOS,32600.0,46.9065
2015-01-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8000.0,11.5108
2015-01-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,15000.0,21.5827
2015-01-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,5225.0,7.518
2015-01-15,Bay,Diinsoor,Dinsoor,2.41,42.98,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3750.0,5.3957
2015-01-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8000.0,11.5108
2015-01-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,20.1439
2015-01-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,8750.0,12.5899
2015-01-15,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Maize (white),KG,actual,Retail,SOS,9300.0,13.3813
2015-01-15,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,15750.0,22.6619
2015-01-15,Juba Hoose,Kismaayo,Kismayo,-0.360289990901947,42.546260833740234,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8000.0,11.5108
2015-01-15,Juba Hoose,Kismaayo,Kismayo,-0.360289990901947,42.546260833740234,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,20.1439
2015-01-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Maize (white),KG,actual,Retail,SOS,16000.0,23.0216
2015-01-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,16000.0,23.0216
2015-01-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,10000.0,14.3885
2015-01-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,"meat, fish and eggs",Livestock (Goat),Unit,actual,Retail,SOS,1100000.0,1582.7338
2015-01-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,"meat, fish and eggs",Meat (camel),Unit,actual,Retail,SOS,14000000.0,20143.8849
2015-01-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,milk and dairy,Milk (camel),L,actual,Retail,SOS,30000.0,43.1655
2015-01-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,21000.0,30.2158
2015-01-15,Nugaal,Garoowe,Garowe,8.4,48.48,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14300.0,20.5755
2015-01-15,Nugaal,Garoowe,Garowe,8.4,48.48,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,21600.0,31.0791
2015-01-15,Nugaal,Garoowe,Garowe,8.4,48.48,cereals and tubers,Sorghum (white),KG,actual,Retail,SOS,22600.0,32.518
2015-01-15,Nugaal,Garoowe,Garowe,8.4,48.48,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,20300.0,29.2086
2015-01-15,Nugaal,Garoowe,Garowe,8.4,48.48,non-food,Fuel (diesel),L,actual,Retail,SOS,17160.0,24.6906
2015-01-15,Nugaal,Garoowe,Garowe,8.4,48.48,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SOS,31000.0,44.6043
2015-01-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,6000.0,
2015-01-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,5000.0,
2015-01-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,5000.0,
2015-01-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7000.0,10.0719
2015-01-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,non-food,Fuel (diesel),L,actual,Retail,SLS,6800.0,
2015-01-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,12000.0,
2015-01-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8067.0,11.6072
2015-01-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,15000.0,21.5827
2015-01-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,10600.0,15.2518
2015-01-15,Shabelle Hoose,Qoryooley,Qorioley,1.78,44.53,cereals and tubers,Maize (white),KG,actual,Retail,SOS,6650.0,9.5683
2015-01-15,Sool,Laas Caanood,Laas Caanood,8.48,47.36,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,15250.0,21.9424
2015-01-15,Sool,Laas Caanood,Laas Caanood,8.48,47.36,cereals and tubers,Sorghum (white),KG,actual,Retail,SOS,22750.0,32.7338
2015-01-15,Togdheer,Burco,Burco,9.52749,45.537472,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,4500.0,
2015-01-15,Togdheer,Burco,Burco,9.52749,45.537472,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4000.0,
2015-01-15,Togdheer,Burco,Burco,9.52749,45.537472,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,4000.0,
2015-01-15,Togdheer,Burco,Burco,9.52749,45.537472,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7000.0,10.0719
2015-01-15,Togdheer,Burco,Burco,9.52749,45.537472,non-food,Fuel (diesel),L,actual,Retail,SLS,6800.0,
2015-01-15,Togdheer,Burco,Burco,9.52749,45.537472,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,12000.0,
2015-01-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,5000.0,
2015-01-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4500.0,
2015-01-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,5000.0,
2015-01-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7000.0,10.0719
2015-01-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,non-food,Fuel (diesel),L,actual,Retail,SLS,8000.0,
2015-01-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,13000.0,
2015-01-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4000.0,5.7554
2015-01-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,5000.0,
2015-01-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4000.0,
2015-01-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,4000.0,
2015-01-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7000.0,10.0719
2015-01-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,non-food,Fuel (diesel),L,actual,Retail,SLS,6800.0,
2015-01-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,14000.0,
2015-02-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4000.0,0.1798
2015-02-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,5000.0,
2015-02-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4000.0,
2015-02-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,4000.0,
2015-02-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7200.0,0.3237
2015-02-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,non-food,Fuel (diesel),L,actual,Retail,SLS,6500.0,
2015-02-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,12000.0,
2015-02-15,Bakool,Xudur,Xudur,4.123030185699463,43.89012145996094,cereals and tubers,Maize (white),KG,actual,Retail,SOS,9750.0,0.4384
2015-02-15,Bakool,Xudur,Xudur,4.123030185699463,43.89012145996094,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,18750.0,0.843
2015-02-15,Bakool,Xudur,Xudur,4.123030185699463,43.89012145996094,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,8250.0,0.3709
2015-02-15,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Maize (white),KG,actual,Retail,SOS,9300.0,0.4181
2015-02-15,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,12000.0,0.5395
2015-02-15,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,8325.0,0.3743
2015-02-15,Banadir,Banadir,Bakaara,2.048031,45.32,milk and dairy,"Milk (cow, fresh)",L,actual,Retail,SOS,12000.0,0.5395
2015-02-15,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6294
2015-02-15,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,22500.0,1.0116
2015-02-15,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (white),KG,actual,Retail,SOS,23500.0,1.0566
2015-02-15,Bari,Bossaso,Bossaso,11.26,49.18,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,21725.0,0.9767
2015-02-15,Bari,Bossaso,Bossaso,11.26,49.18,non-food,Fuel (diesel),L,actual,Retail,SOS,16500.0,0.7418
2015-02-15,Bari,Bossaso,Bossaso,11.26,49.18,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SOS,29750.0,1.3376
2015-02-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14250.0,0.6407
2015-02-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,20000.0,0.8992
2015-02-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,cereals and tubers,Sorghum (white),KG,actual,Retail,SOS,21500.0,0.9666
2015-02-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,20775.0,0.934
2015-02-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,non-food,Fuel (diesel),L,actual,Retail,SOS,17000.0,0.7643
2015-02-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SOS,31500.0,1.4162
2015-02-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Maize (white),KG,actual,Retail,SOS,7000.0,0.3147
2015-02-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,15000.0,0.6744
2015-02-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,4250.0,0.1911
2015-02-15,Bay,Diinsoor,Dinsoor,2.41,42.98,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3800.0,0.1708
2015-02-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8500.0,0.3822
2015-02-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6294
2015-02-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,9000.0,0.4046
2015-02-15,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8800.0,0.3956
2015-02-15,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6294
2015-02-15,Juba Hoose,Kismaayo,Kismayo,-0.360289990901947,42.546260833740234,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8000.0,0.3597
2015-02-15,Juba Hoose,Kismaayo,Kismayo,-0.360289990901947,42.546260833740234,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6294
2015-02-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Maize (white),KG,actual,Retail,SOS,14000.0,0.6294
2015-02-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,16000.0,0.7194
2015-02-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,12000.0,0.5395
2015-02-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,"meat, fish and eggs",Livestock (Goat),Unit,actual,Retail,SOS,1025000.0,46.0837
2015-02-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,"meat, fish and eggs",Meat (camel),Unit,actual,Retail,SOS,14000000.0,629.4358
2015-02-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,milk and dairy,Milk (camel),L,actual,Retail,SOS,28000.0,1.2589
2015-02-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,21000.0,0.9442
2015-02-15,Nugaal,Garoowe,Garowe,8.4,48.48,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6294
2015-02-15,Nugaal,Garoowe,Garowe,8.4,48.48,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,20000.0,0.8992
2015-02-15,Nugaal,Garoowe,Garowe,8.4,48.48,cereals and tubers,Sorghum (white),KG,actual,Retail,SOS,21500.0,0.9666
2015-02-15,Nugaal,Garoowe,Garowe,8.4,48.48,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,21125.0,0.9498
2015-02-15,Nugaal,Garoowe,Garowe,8.4,48.48,non-food,Fuel (diesel),L,actual,Retail,SOS,16750.0,0.7531
2015-02-15,Nugaal,Garoowe,Garowe,8.4,48.48,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SOS,30750.0,1.3825
2015-02-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,5000.0,
2015-02-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4500.0,
2015-02-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,4500.0,
2015-02-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7200.0,0.3237
2015-02-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,non-food,Fuel (diesel),L,actual,Retail,SLS,6500.0,
2015-02-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,12000.0,
2015-02-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8800.0,0.3956
2015-02-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14500.0,0.6519
2015-02-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,9950.0,0.4473
2015-02-15,Shabelle Hoose,Qoryooley,Qorioley,1.78,44.53,cereals and tubers,Maize (white),KG,actual,Retail,SOS,7000.0,0.3147
2015-02-15,Sool,Laas Caanood,Laas Caanood,8.48,47.36,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,15500.0,0.6969
2015-02-15,Sool,Laas Caanood,Laas Caanood,8.48,47.36,cereals and tubers,Sorghum (white),KG,actual,Retail,SOS,22000.0,0.9891
2015-02-15,Togdheer,Burco,Burco,9.52749,45.537472,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,4500.0,
2015-02-15,Togdheer,Burco,Burco,9.52749,45.537472,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4000.0,
2015-02-15,Togdheer,Burco,Burco,9.52749,45.537472,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,4000.0,
2015-02-15,Togdheer,Burco,Burco,9.52749,45.537472,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7200.0,0.3237
2015-02-15,Togdheer,Burco,Burco,9.52749,45.537472,non-food,Fuel (diesel),L,actual,Retail,SLS,6500.0,
2015-02-15,Togdheer,Burco,Burco,9.52749,45.537472,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,12000.0,
2015-02-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,5000.0,
2015-02-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4000.0,
2015-02-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,4500.0,
2015-02-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7200.0,0.3237
2015-02-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,non-food,Fuel (diesel),L,actual,Retail,SLS,6500.0,
2015-02-15,Woqooyi Galbeed,Berbera,Berbera,10.44254,45.01474,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,13000.0,
2015-02-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4000.0,0.1798
2015-02-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Rice (imported),KG,actual,Retail,SLS,5000.0,
2015-02-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Sorghum (red),KG,actual,Retail,SLS,4000.0,
2015-02-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,cereals and tubers,Sorghum (white),KG,actual,Retail,SLS,4000.0,
2015-02-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7200.0,0.3237
2015-02-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,non-food,Fuel (diesel),L,actual,Retail,SLS,6500.0,
2015-02-15,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603271484,44.06678009033203,oil and fats,"Oil (vegetable, imported)",L,actual,Retail,SLS,12000.0,
2015-03-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4000.0,0.1801
2015-03-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4500.0,0.2026
2015-03-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3000.0,0.135
2015-03-15,Awdal,Borama,Borama,9.938690185546875,43.183921813964844,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7400.0,0.3331
2015-03-15,Bakool,Xudur,Xudur,4.123030185699463,43.89012145996094,cereals and tubers,Maize (white),KG,actual,Retail,SOS,9000.0,0.4051
2015-03-15,Bakool,Xudur,Xudur,4.123030185699463,43.89012145996094,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,20600.0,0.9273
2015-03-15,Bakool,Xudur,Xudur,4.123030185699463,43.89012145996094,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,9000.0,0.4051
2015-03-15,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Maize (white),KG,actual,Retail,SOS,10600.0,0.4772
2015-03-15,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,12000.0,0.5402
2015-03-15,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,8000.0,0.3601
2015-03-15,Banadir,Banadir,Bakaara,2.048031,45.32,milk and dairy,"Milk (cow, fresh)",L,actual,Retail,SOS,12000.0,0.5402
2015-03-15,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6302
2015-03-15,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,22800.0,1.0263
2015-03-15,Bari,Bossaso,Bossaso,11.26,49.18,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,21500.0,0.9678
2015-03-15,Bari,Qardho,Qardho,9.50306999999999,49.0882609999999,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,20950.0,0.9431
2015-03-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Maize (white),KG,actual,Retail,SOS,7860.0,0.3538
2015-03-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,15000.0,0.6752
2015-03-15,Bay,Baydhaba,Baidoa,3.117180109024048,43.64690017700195,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,5280.0,0.2377
2015-03-15,Bay,Diinsoor,Dinsoor,2.41,42.98,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3920.0,0.1765
2015-03-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Maize (white),KG,actual,Retail,SOS,10000.0,0.4502
2015-03-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6302
2015-03-15,Hiraan,Belet Weyne,Beletweyne,4.735829830169678,45.203609466552734,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,8000.0,0.3601
2015-03-15,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8800.0,0.3961
2015-03-15,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14500.0,0.6527
2015-03-15,Juba Hoose,Kismaayo,Kismayo,-0.360289990901947,42.546260833740234,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8000.0,0.3601
2015-03-15,Juba Hoose,Kismaayo,Kismayo,-0.360289990901947,42.546260833740234,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14000.0,0.6302
2015-03-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Maize (white),KG,actual,Retail,SOS,14000.0,0.6302
2015-03-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,16000.0,0.7202
2015-03-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,10000.0,0.4502
2015-03-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,"meat, fish and eggs",Livestock (Goat),Unit,actual,Retail,SOS,1180000.0,53.118
2015-03-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,"meat, fish and eggs",Meat (camel),Unit,actual,Retail,SOS,13800000.0,621.2109
2015-03-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,milk and dairy,Milk (camel),L,actual,Retail,SOS,31200.0,1.4045
2015-03-15,Mudug,Gaalkacyo,Gaalkacyo,6.772749,47.424278,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,21000.0,0.9453
2015-03-15,Nugaal,Garoowe,Garowe,8.4,48.48,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,21000.0,0.9453
2015-03-15,Sanaag,Ceerigaabo,Ceerigaabo,10.621822,47.36813,non-food,Exchange rate,USD/LCU,actual,Retail,SOS,7400.0,0.3331
2015-03-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Maize (white),KG,actual,Retail,SOS,7930.0,0.357
2015-03-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14038.0,0.6319
2015-03-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),1.71,44.76,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,8942.0,0.4025
