Country Name,Country Code,Indicator Name,Indicator Code,Attribute,2020M1,2020M2,2020M3,2020M4,2020M5,2020M6,2020M7,2020M8,2020M9,2020M10,2020M11,2020M12,2021M1,2021M2,2021M3,2021M4,2021M5,2021M6,2021M7,2021M8,2021M9,2021M10,2021M11,2021M12,2022M1,2022M2,2022M3,2022M4,2022M5,2022M6,2022M7,2022M8,2022M9,2022M10,2022M11,2022M12,2023M1,2023M2,2023M3,2023M4,2023M5,2023M6,2023M7,2023M8,2023M9,2023M10,2023M11,2023M12,2024M1,2024M2,2024M3,2024M4,2024M5,2024M6,2024M7,2024M8,2024M9,2024M10,2024M11,2024M12
Somalia,726,"Consumer Price Index, All items",PCPI_IX,Value,113.1376291,114.1333023,116.5535432,119.8025395,121.7588654,122.0429678,121.1277043,120.0878421,120.6298225,120.60528,121.1831633,120.1786386,118.8,119.88,122.47,124.85,126.42,125.97,126.89,125.26,126.17,126.4613726,127.2735028,126.9899071,126.9198506,127.614781,129.9171666,132.8982247,134.85,134.77,136.71,134.74,135.28,135.2,135.37,134.68,133.99,134.54,137.29,141.08,143.73,143.72,144.89,142.58,142.65,143.59,144.92,143.57,142.28,142.14,145.34,148.42,150.64,151.35,152.92,151.04,151.39,151.96,152.46,151.57
